Index,ID,Barcode,Name,MainCategory,SubCategory,Price,Cost,Stock,UpdatedAt
170,"poly_sarf_قطع ١بوصه بولي الاهرام_10_تي_مسلوب_بولي_٣_٤_١_اهرام","","تي مسلوب بولي ٣/٤*١ اهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",30.5,0,100,"2026-08-13T16:42:48.756766+00:00"
171,"poly_sarf_قطع ١بوصه بولي الاهرام_11_تي_بسن_١بوصه_الاهرام","","تي بسن ١بوصه الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",227,0,100,"2026-08-13T16:42:48.756766+00:00"
172,"poly_sarf_قطع ١بوصه بولي الاهرام_12_جلبه_١بوصه_سن_خارجي_الاهرام","","جلبه ١بوصه سن خارجي الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",202,0,100,"2026-08-13T16:42:48.756766+00:00"
173,"poly_sarf_قطع ١بوصه بولي الاهرام_13_جلبه_١_٣_٤_سن_خارجي_الاهرام","","جلبه ١*٣/٤ سن خارجي الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",130,0,100,"2026-08-13T16:42:48.756766+00:00"
174,"poly_sarf_قطع ١بوصه بولي الاهرام_14_جلبه_١بوصه_سن_داخلي_الاهرام","","جلبه ١بوصه سن داخلي الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",164,0,100,"2026-08-13T16:42:48.756766+00:00"
175,"poly_sarf_قطع ١بوصه بولي الاهرام_15_متر_بولي_١_معزول_الاهرام","","متر بولي ١ معزول الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",113,0,100,"2026-08-13T16:42:48.756766+00:00"
176,"poly_sarf_قطع ١بوصه بولي الاهرام_16_محبس_١_بوصه_بلاكور_الاهرام","","محبس ١ بوصه بلاكور الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",594,0,100,"2026-08-13T16:42:48.756766+00:00"
177,"poly_sarf_قطع ١بوصه بولي الاهرام_17_بكرة_تفلون_ايطالي","","بكرة تفلون ايطالي","بولي + صرف","قطع ١بوصه بولي الاهرام",25,0,100,"2026-08-13T16:42:48.756766+00:00"
178,"poly_sarf_قطع ١بوصه بولي الاهرام_18_بكرة_تفلون_صيني","","بكرة تفلون صيني","بولي + صرف","قطع ١بوصه بولي الاهرام",10,0,100,"2026-08-13T16:42:48.756766+00:00"
179,"poly_sarf_قطع ١بوصه بولي الاهرام_2_مسلوب_٣_٤لحام_بولي١__الاهرام","","مسلوب ٣/٤لحام بولي١* الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",13.5,0,100,"2026-08-13T16:42:48.756766+00:00"
180,"poly_sarf_قطع ١بوصه بولي الاهرام_3_كوع_١_بوصه_بولي_الاهرام","","كوع ١ بوصه بولي الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",20,0,100,"2026-08-13T16:42:48.756766+00:00"
181,"poly_sarf_قطع ١بوصه بولي الاهرام_4_كوع_١_مفتوح_بولي_الاهرام","","كوع ١ مفتوح بولي الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",20,0,100,"2026-08-13T16:42:48.756766+00:00"
182,"poly_sarf_قطع ١بوصه بولي الاهرام_5_تي_١بوصه_بولي_الاهرام","","تي ١بوصه بولي الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",25,0,100,"2026-08-13T16:42:48.756766+00:00"
183,"poly_sarf_قطع ١بوصه بولي الاهرام_6_مسلوب_١_٢_لحام_بولي_١__الاهرام","","مسلوب ١/٢ لحام بولي ١* الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",13.5,0,100,"2026-08-13T16:42:48.756766+00:00"
184,"poly_sarf_قطع ١بوصه بولي الاهرام_7_جلبه_لحام_١بوصه_الاهرام","","جلبه لحام ١بوصه الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",13.5,0,100,"2026-08-13T16:42:48.756766+00:00"
185,"poly_sarf_قطع ١بوصه بولي الاهرام_8_طبه_١بوصه_بولي_الاهرام","","طبه ١بوصه بولي الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",13.5,0,100,"2026-08-13T16:42:48.756766+00:00"
186,"poly_sarf_قطع ١بوصه بولي الاهرام_9_كوع_١بوصه_بسن_بولي_الاهرام","","كوع ١بوصه بسن بولي الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",178,0,100,"2026-08-13T16:42:48.756766+00:00"
187,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_0_جلتراب_الاهرام_20_20","","جلتراب الاهرام 20*20","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",220,0,100,"2026-08-13T16:42:48.756766+00:00"
188,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_1_كوع_٢_بوصه_ابيض_الاهرام","","كوع ٢ بوصه ابيض الاهرام","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",31,0,100,"2026-08-13T16:42:48.756766+00:00"
189,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_10_بيبه_٧_١,٥_سم_ابيض_الاهرام","","بيبه ٧*١,٥ سم ابيض الاهرام","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",60,0,100,"2026-08-13T16:42:48.756766+00:00"
190,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_11_بيبه_٢_١,٥_بوصه_ابيض_الاهرام","","بيبه ٢*١,٥ بوصه ابيض الاهرام","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",119,0,100,"2026-08-13T16:42:48.756766+00:00"
191,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_12_بيبه_٢_٢_ابيض_الاهرام","","بيبه ٢/٢ ابيض الاهرام","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",124,0,100,"2026-08-13T16:42:48.756766+00:00"
192,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_13_بيبه_٢_٢_٧سم_ابيض_الاهرام","","بيبه ٢/٢ ٧سم ابيض الاهرام","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",83,0,100,"2026-08-13T16:42:48.756766+00:00"
193,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_14_م_٢_بوصه_٣ملى_الاهرام_ابيض","","م ٢ بوصه ٣ملى الاهرام ابيض","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",71,0,100,"2026-08-13T16:42:48.756766+00:00"
194,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_15_م_٢_بوصه_٤ملى_الاهرام_ابيض","","م ٢ بوصه ٤ملى الاهرام ابيض","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",100,0,100,"2026-08-13T16:42:48.756766+00:00"
195,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_16_هوايه_٢_بوصه","","هوايه ٢ بوصه","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",17,0,100,"2026-08-13T16:42:48.756766+00:00"
196,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_2_كوع_مفتوح_٢_بوصه_ابيض_الاهرام","","كوع مفتوح ٢ بوصه ابيض الاهرام","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",31,0,100,"2026-08-13T16:42:48.756766+00:00"
197,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_3_تي_٢_بوصه_ابيض_الاهرام","","تي ٢ بوصه ابيض الاهرام","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",43,0,100,"2026-08-13T16:42:48.756766+00:00"
198,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_4_جلبه_٢_بوصه_ابيض_الاهرام","","جلبه ٢ بوصه ابيض الاهرام","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",21,0,100,"2026-08-13T16:42:48.756766+00:00"
199,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_5_واي_٢_بوصه_ابيض_الاهرام","","واي ٢ بوصه ابيض الاهرام","بولي + صرف","قطع ٢ بوصه الاهرا�� أبيض",57,0,100,"2026-08-13T16:42:48.756766+00:00"
200,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_6_كوع_باب_٢_بوصه_ابيض_الاهرام","","كوع باب ٢ بوصه ابيض الاهرام","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",50,0,100,"2026-08-13T16:42:48.756766+00:00"
201,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_7_طبه_٢_تسليك_بوصه_ابيض_الاهرام","","طبه ٢ تسليك بوصه ابيض الاهرام","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",35,0,100,"2026-08-13T16:42:48.756766+00:00"
202,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_8_طبه_٢_بوصه_ابيض_الاهرام","","طبه ٢ بوصه ابيض الاهرام","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",20,0,100,"2026-08-13T16:42:48.756766+00:00"
203,"poly_sarf_قطع ٢ بوصه الاهرام أبيض_9_بوش_٣_١,٥_بوصه_ابيض_الاهرام","","بوش ٣*١,٥ بوصه ابيض الاهرام","بولي + صرف","قطع ٢ بوصه الاهرام أبيض",18,0,100,"2026-08-13T16:42:48.756766+00:00"
204,"poly_sarf_قطع ٢/١ بولي الاهرام_0_متر_بولي_٢_١_اهرام","","متر بولي ٢/١ اهرام","بولي + صرف","قطع ٢/١ بولي الاهرام",36,0,100,"2026-08-13T16:42:48.756766+00:00"
205,"poly_sarf_قطع ٢/١ بولي الاهرام_1_كوع_٢_١_بولي_اهرام","","كوع ٢/١ بولي اهرام","بولي + صرف","قطع ٢/١ بولي الاهرام",8.4,0,100,"2026-08-13T16:42:48.756766+00:00"
206,"poly_sarf_قطع ٢/١ بولي الاهرام_10_جلبه_بسن_خارجي_١_٢_بولي_اهرام","","جلبه بسن خارجي ١/٢ بولي اهرام","بولي + صرف","قطع ٢/١ بولي الاهرام",88.5,0,100,"2026-08-13T16:42:48.756766+00:00"
207,"poly_sarf_قطع ٢/١ بولي الاهرام_12_افيز_٤_بوصه_ايطالى","","افيز ٤ بوصه ايطالى","بولي + صرف","قطع ٢/١ بولي الاهرام",40,0,100,"2026-08-13T16:42:48.756766+00:00"
208,"poly_sarf_قطع ٢/١ بولي الاهرام_13_افيز_٣_بوصه_ايطالى","","افيز ٣ بوصه ايطالى","بولي + صرف","قطع ٢/١ بولي الاهرام",35,0,100,"2026-08-13T16:42:48.756766+00:00"
209,"poly_sarf_قطع ٢/١ بولي الاهرام_14_افيز_٢_بوصه_ايطالى","","افيز ٢ بوصه ايطالى","بولي + صرف","قطع ٢/١ بولي الاهرام",25,0,100,"2026-08-13T16:42:48.756766+00:00"
210,"poly_sarf_قطع ٢/١ بولي الاهرام_15_افيز_١_٥_ايطالى","","افيز ١/٥ ايطالى","بولي + صرف","قطع ٢/١ بولي الاهرام",22,0,100,"2026-08-13T16:42:48.756766+00:00"
211,"poly_sarf_قطع ٢/١ بولي الاهرام_16_افيز_١_بوصه_ايطالى","","افيز ١ بوصه ايطالى","بولي + صرف","قطع ٢/١ بولي الاهرام",17,0,100,"2026-08-13T16:42:48.756766+00:00"
212,"poly_sarf_قطع ٢/١ بولي الاهرام_17_افيز_٣_٤_بوصه_ايطالى","","افيز ٣/٤ بوصه ايطالى","بولي + صرف","قطع ٢/١ بولي الاهرام",15,0,100,"2026-08-13T16:42:48.756766+00:00"
213,"poly_sarf_قطع ٢/١ بولي الاهرام_18_افيز_١_٢_بوصه_ايطالى","","افيز ١/٢ بوصه ايطالى","بولي + صرف","قطع ٢/١ بولي الاهرام",15,0,100,"2026-08-13T16:42:48.756766+00:00"
214,"poly_sarf_قطع ٢/١ بولي الاهرام_19_FOX_لحام_1_4","","FOX لحام 1/4","بولي + صرف","قطع ٢/١ بولي الاهرام",90,0,100,"2026-08-13T16:42:48.756766+00:00"
215,"poly_sarf_قطع ٢/١ بولي الاهرام_2_تي_٢_١_لحام_بولي_اهرام","","تي ٢/١ لحام بولي اهرام","بولي + صرف","قطع ٢/١ بولي الاهرام",9.5,0,100,"2026-08-13T16:42:48.756766+00:00"
216,"poly_sarf_قطع ٢/١ بولي الاهرام_20_FOX_لحام_1_8","","FOX لحام 1/8","بولي + صرف","قطع ٢/١ بولي الاهرام",50,0,100,"2026-08-13T16:42:48.756766+00:00"
217,"poly_sarf_قطع ٢/١ بولي الاهرام_21_نبل_نيكل_١_٢","","نبل نيكل ١/٢","بولي + صرف","قطع ٢/١ بولي الاهرام",10,0,100,"2026-08-13T16:42:48.756766+00:00"
218,"poly_sarf_قطع ٢/١ بولي الاهرام_22_وصله_نيكل_40سم","","وصله نيكل 40سم","بولي + صرف","قطع ٢/١ بولي الاهرام",20,0,100,"2026-08-13T16:42:48.756766+00:00"
219,"poly_sarf_قطع ٢/١ بولي الاهرام_23_طبه_اختبار_١_٢","","طبه اختبار ١/٢","بولي + صرف","قطع ٢/١ بولي الاهرام",3,0,100,"2026-08-13T16:42:48.756766+00:00"
220,"poly_sarf_قطع ٢/١ بولي الاهرام_24_بكرة_تفلون_جامبو","","بكرة تفلون جامبو","بولي + صرف","قطع ٢/١ بولي الاهرام",25,0,100,"2026-08-13T16:42:48.756766+00:00"
221,"poly_sarf_قطع ٢/١ بولي الاهرام_25_بكره_عازل","","بكره عازل","بولي + صرف","قطع ٢/١ بولي الاهرام",35,0,100,"2026-08-13T16:42:48.756766+00:00"
222,"poly_sarf_قطع ٢/١ بولي الاهرام_26_بكره_عازل_تايواني","","بكره عازل تايواني","بولي + صرف","قطع ٢/١ بولي الاهرام",60,0,100,"2026-08-13T16:42:48.756766+00:00"
223,"poly_sarf_قطع ٢/١ بولي الاهرام_27_حنفيه_بليه_١_٢_LAVORA","","حنفيه بليه ١/٢ LAVORA","بولي + صرف","قطع ٢/١ بولي الاهرام",65,0,100,"2026-08-13T16:42:48.756766+00:00"
224,"poly_sarf_قطع ٢/١ بولي الاهرام_28_K_لفه_السومات_٣","","K لفه السومات ٣","بولي + صرف","قطع ٢/١ بولي الاهرام",500,0,100,"2026-08-13T16:42:48.756766+00:00"
225,"poly_sarf_قطع ٢/١ بولي الاهرام_29_K_لفه_السومات_٤","","K لفه السومات ٤","بولي + صرف","قطع ٢/١ بولي الاهرام",550,0,100,"2026-08-13T16:42:48.756766+00:00"
226,"poly_sarf_قطع ٢/١ بولي الاهرام_3_جلبه_٢_١_بولي_اهرام","","جلبه ٢/١ بولي اهرام","بولي + صرف","قطع ٢/١ بولي الاهرام",6.3,0,100,"2026-08-13T16:42:48.756766+00:00"
227,"poly_sarf_قطع ٢/١ بولي الاهرام_4_مسلوب_٢_١_٣_٤_لحام_بولي_اهرام","","مسلوب ٢/١*٣/٤ لحام بولي اهرام","بولي + صرف","قطع ٢/١ بولي الاهرام",11.5,0,100,"2026-08-13T16:42:48.756766+00:00"
228,"poly_sarf_قطع ٢/١ بولي الاهرام_5_كوع_٢_١_بسن_بولي_اهرام","","كوع ٢/١ بسن بولي اهرام","بولي + صرف","قطع ٢/١ بولي الاهرام",66,0,100,"2026-08-13T16:42:48.756766+00:00"
229,"poly_sarf_قطع ٢/١ بولي الاهرام_6_تي_بسن_٢_١_بولي_اهرام","","تي بسن ٢/١ بولي اهرام","بولي + صرف","قطع ٢/١ بولي الاهرام",72,0,100,"2026-08-13T16:42:48.756766+00:00"
230,"poly_sarf_قطع ٢/١ بولي الاهرام_7_جلبه_بسن_٢_١_دخلي_بولي_اهرام","","جلبه بسن ٢/١ دخلي بولي اهرام","بولي + صرف","قطع ٢/١ بولي الاهرام",70,0,100,"2026-08-13T16:42:48.756766+00:00"
231,"poly_sarf_قطع ٢/١ بولي الاهرام_8_محبس_٢_١_دفن_بولي_اهرام","","محبس ٢/١ دفن بولي اهرام","بولي + صرف","قطع ٢/١ بولي الاهرام",483,0,100,"2026-08-13T16:42:48.756766+00:00"
232,"poly_sarf_قطع ٢/١ بولي الاهرام_9_كرنك_٢_١_قصير_بولي_اهرام","","كرنك ٢/١ قصير بولي اهرام","بولي + صرف","قطع ٢/١ بولي الاهرام",17,0,100,"2026-08-13T16:42:48.756766+00:00"
233,"poly_sarf_قطع ٣/٤ بولي الاهرام_0_متر_٣_٤_بولي_الاهرام","","متر ٣/٤ بولي الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",49.25,0,100,"2026-08-13T16:42:48.756766+00:00"
234,"poly_sarf_قطع ٣/٤ بولي الاهرام_10_جلبه_بسن_داخلي_٣_٤_٢_١_الاهرام","","جلبه بسن داخلي ٣/٤*٢/١ الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",74,0,100,"2026-08-13T16:42:48.756766+00:00"
235,"poly_sarf_قطع ٣/٤ بولي الاهرام_11_جلبه_بسن_خارجي_٣_٤_الاهرام_٢_١","","جلبه بسن خارجي ٣/٤ الاهرام ٢/١","بولي + صرف","قطع ٣/٤ بولي الاهرام",91,0,100,"2026-08-13T16:42:48.756766+00:00"
236,"poly_sarf_قطع ٣/٤ بولي الاهرام_12_جلبه_بسن_داخلي_٣_٤_الاهرام","","جلبه بسن داخلي ٣/٤ الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",98,0,100,"2026-08-13T16:42:48.756766+00:00"
237,"poly_sarf_قطع ٣/٤ بولي الاهرام_13_كوع_بسن_٣_٤_الاهرام","","كوع بسن ٣/٤ الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",104,0,100,"2026-08-13T16:42:48.756766+00:00"
238,"poly_sarf_قطع ٣/٤ بولي الاهرام_14_تي_بسن_٣_٤_الاهرام","","تي بسن ٣/٤ الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",135,0,100,"2026-08-13T16:42:48.756766+00:00"
239,"poly_sarf_قطع ٣/٤ بولي الاهرام_15_جلبه_بسن_خارجي_٣_٤_الاهرام","","جلبه بسن خارجي ٣/٤ الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",124,0,100,"2026-08-13T16:42:48.756766+00:00"
240,"poly_sarf_قطع ٣/٤ بولي الاهرام_16_كرنك_٣_٤_قصير_الاهرام","","كرنك ٣/٤ قصير الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",25,0,100,"2026-08-13T16:42:48.756766+00:00"
241,"poly_sarf_قطع ٣/٤ بولي الاهرام_17_محبس_٣_٤_دفن_الاهرام","","محبس ٣/٤ دفن الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",502,0,100,"2026-08-13T16:42:48.756766+00:00"
242,"poly_sarf_قطع ٣/٤ بولي الاهرام_18_محبس_٣_٤_بلاكور_الاهرام","","محبس ٣/٤ بلاكور الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",390,0,100,"2026-08-13T16:42:48.756766+00:00"
243,"poly_sarf_قطع ٣/٤ بولي الاهرام_2_كوع_٣_٤_لحام_بولي_الاهرام","","كوع ٣/٤ لحام بولي الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",10.5,0,100,"2026-08-13T16:42:48.756766+00:00"
244,"poly_sarf_قطع ٣/٤ بولي الاهرام_21_بكرة_تفلون_ايطالي","","بكرة تفلون ايطالي","بولي + صرف","قطع ٣/٤ بولي الاهرام",25,0,100,"2026-08-13T16:42:48.756766+00:00"
245,"poly_sarf_قطع ٣/٤ بولي الاهرام_22_حنفية_بلية_٢_١_لافورا","","حنفية بلية ٢/١ لافورا","بولي + صرف","قطع ٣/٤ بولي الاهرام",65,0,100,"2026-08-13T16:42:48.756766+00:00"
246,"poly_sarf_قطع ٣/٤ بولي الاهرام_23_P-G_حنفية_بلية_٢_١","","P-G حنفية بلية ٢/١","بولي + صرف","قطع ٣/٤ بولي الاهرام",100,0,100,"2026-08-13T16:42:48.756766+00:00"
247,"poly_sarf_قطع ٣/٤ بولي الاهرام_24_افيز_فيشر_٣_٤","","افيز فيشر ٣/٤","بولي + صرف","قطع ٣/٤ بولي الاهرام",15,0,100,"2026-08-13T16:42:48.756766+00:00"
248,"poly_sarf_قطع ٣/٤ بولي الاهرام_25_افيز_فيشر_١_بوصة","","افيز فيشر ١ بوصة","بولي + صرف","قطع ٣/٤ بولي الاهرام",17,0,100,"2026-08-13T16:42:48.756766+00:00"
249,"poly_sarf_قطع ٣/٤ بولي الاهرام_3_كوع_٣_٤_مفتوح_بولي_الاهرام","","كوع ٣/٤ مفتوح بولي الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",10,0,100,"2026-08-13T16:42:48.756766+00:00"
250,"poly_sarf_قطع ٣/٤ بولي الاهرام_4_تي_٣_٤_لحام_بولي_الاهرام","","تي ٣/٤ لحام بولي الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",15.75,0,100,"2026-08-13T16:42:48.756766+00:00"
251,"poly_sarf_قطع ٣/٤ بولي الاهرام_5_جلبه_٣_٤_لحام_بولي_الاهرام","","جلبه ٣/٤ لحام بولي الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",8.5,0,100,"2026-08-13T16:42:48.756766+00:00"
252,"poly_sarf_قطع ٣/٤ بولي الاهرام_7_طبه_٣_٤_لحام_بولي_الاهرام","","طبه ٣/٤ لحام بولي الاهرام","بولي + صرف","قطع ٣/٤ بولي الاهرام",8.5,0,100,"2026-08-13T16:42:48.756766+00:00"
253,"poly_sarf_قطع ٣/٤ بولي الاهرام_8_كوع_بسن_٣_٤_الاهرام_٢_١","","كوع بسن ٣/٤ الاهرام ٢/١","بولي + صرف","قطع ٣/٤ بولي الاهرام",70,0,100,"2026-08-13T16:42:48.756766+00:00"
254,"poly_sarf_قطع ٣/٤ بولي الاهرام_9_تي_بسن_٣_٤_الاهرام_٢_١","","تي بسن ٣/٤ الاهرام ٢/١","بولي + صرف","قطع ٣/٤ بولي الاهرام",79,0,100,"2026-08-13T16:42:48.756766+00:00"
255,"poly_sarf_قطع ٣بوصه الاهرام أبيض_11_جلبه_اصلاح_٣بوصه_ابيض_الاهرام","","جلبه اصلاح ٣بوصه ابيض الاهرام","بولي + صرف","قطع ٣بوصه الاهرام أبيض",36,0,100,"2026-08-13T16:42:48.756766+00:00"
256,"poly_sarf_قطع ٣بوصه الاهرام أبيض_13_صليبه_٣_٣بوصه_ابيض_الاهرام","","صليبه ٣*٣بوصه ابيض الاهرام","بولي + صرف","قطع ٣بوصه الاهرام أبيض",178,0,100,"2026-08-13T16:42:48.756766+00:00"
257,"poly_sarf_قطع ٣بوصه الاهرام أبيض_14_طبه_تسليك_٣بوصه_ابيض_الاهرام","","طبه تسليك ٣بوصه ابيض الاهرام","بولي + صرف","قطع ٣بوصه الاهرام أبيض",53,0,100,"2026-08-13T16:42:48.756766+00:00"
258,"poly_sarf_قطع ٣بوصه الاهرام أبيض_15_طبه_عميه_٣بوصه_أبيض_الاهرام","","طبه عميه ٣بوصه أبيض الاهرام","بولي + صرف","قطع ٣بوصه الاهرام أبيض",25,0,100,"2026-08-13T16:42:48.756766+00:00"
259,"poly_sarf_قطع ٣بوصه الاهرام أبيض_17_نقاص_٣_٣_ابيض_الاهرام","","نقاص ٣*٣ ابيض الاهرام","بولي + صرف","قطع ٣بوصه الاهرام أبيض",25,0,100,"2026-08-13T16:42:48.756766+00:00"
260,"poly_sarf_قطع ٣بوصه الاهرام أبيض_19_بيبه_٣_٢بوصه_ابيض_الاهرام","","بيبه ٣/٢بوصه ابيض الاهرام","بولي + صرف","قطع ٣بوصه الاهرام أبيض",135,0,100,"2026-08-13T16:42:48.756766+00:00"
261,"poly_sarf_قطع ٣بوصه الاهرام أبيض_2_كوع_٣بوصه_ابيض_الاهرام","","كوع ٣بوصه ابيض الاهرام","بولي + صرف","قطع ٣بوصه الاهرام أبيض",55,0,100,"2026-08-13T16:42:48.756766+00:00"
262,"poly_sarf_قطع ٣بوصه الاهرام أبيض_3_كوع_مفتوح_٣بوصه_ابيض_الاهرام","","كوع مفتوح ٣بوصه ابيض الاهرام","بولي + صرف","قطع ٣بوصه الاهرام أبيض",55,0,100,"2026-08-13T16:42:48.756766+00:00"
263,"poly_sarf_قطع ٣بوصه الاهرام أبيض_4_كوع_باب_٣بوصه_ابيض_الاهرام","","كوع باب ٣بوصه ابيض الاهرام","بولي + صرف","قطع ٣بوصه الاهرام أبيض",75,0,100,"2026-08-13T16:42:48.756766+00:00"
264,"poly_sarf_قطع ٣بوصه الاهرام أبيض_7_واي_٣بوصه_ابيض_الاهرام","","واي ٣بوصه ابيض الاهرام","بولي + صرف","قطع ٣بوصه الاهرام أبيض",129,0,100,"2026-08-13T16:42:48.756766+00:00"
265,"poly_sarf_قطع ٣بوصه الاهرام أبيض_9_تي_٣_٣_باب_ابيض_الاهرام","","تي ٣*٣ باب ابيض الاهرام","بولي + صرف","قطع ٣بوصه الاهرام أبيض",102,0,100,"2026-08-13T16:42:48.756766+00:00"
266,"poly_sarf_قطع ٤بوصه الاهرام أبيض_0_كوع_٤بوصه_ابيض_الاهرام","","كوع ٤بوصه ابيض الاهرام","بولي + صرف","قطع ٤بوصه الاهرام أبيض",99,0,100,"2026-08-13T16:42:48.756766+00:00"
267,"poly_sarf_قطع ٤بوصه الاهرام أبيض_1_كوع_مفتوح_٤بوصه_ابيض_الاهرام","","كوع مفتوح ٤بوصه ابيض الاهرام","بولي + صرف","قطع ٤بوصه الاهرام أبيض",99,0,100,"2026-08-13T16:42:48.756766+00:00"
268,"poly_sarf_قطع ٤بوصه الاهرام أبيض_10_تي_٤باب_ابيض_الاهرام","","تي ٤باب ابيض الاهرام","بولي + صرف","قطع ٤بوصه الاهرام أبيض",187,0,100,"2026-08-13T16:42:48.756766+00:00"
269,"poly_sarf_قطع ٤بوصه الاهرام أبيض_11_جلبه_٤اصلاح_ابيض_الاهرام","","جلبه ٤اصلاح ابيض الاهرام","بولي + صرف","قطع ٤بوصه الاهرام أبيض",50,0,100,"2026-08-13T16:42:48.756766+00:00"
270,"poly_sarf_قطع ٤بوصه الاهرام أبيض_15_هوايه_٤بوصه_ابيض_الاهرام","","هوايه ٤بوصه ابيض الاهرام","بولي + صرف","قطع ٤بوصه الاهرام أبيض",36,0,100,"2026-08-13T16:42:48.756766+00:00"
271,"poly_sarf_قطع ٤بوصه الاهرام أبيض_16_طبه_٤عميه_ابيض_الاهرام","","طبه ٤عميه ابيض الاهرام","بولي + صرف","قطع ٤بوصه الاهرام أبيض",36,0,100,"2026-08-13T16:42:48.756766+00:00"
272,"poly_sarf_قطع ٤بوصه الاهرام أبيض_17_سفون_٤بوصه_ابيض_الاهرام","","سفون ٤بوصه ابيض الاهرام","بولي + صرف","قطع ٤بوصه الاهرام أبيض",182,0,100,"2026-08-13T16:42:48.756766+00:00"
273,"poly_sarf_قطع ٤بوصه الاهرام أبيض_18_جلتراب_٣٠_٣٠_الاهرام","","جلتراب ٣٠*٣٠ الاهرام","بولي + صرف","قطع ٤بوصه الاهرام أبيض",301,0,100,"2026-08-13T16:42:48.756766+00:00"
274,"poly_sarf_قطع ٤بوصه الاهرام أبيض_20_صليبه_٤_٣_ابيض_الاهرام","","صليبه ٤/٣ ابيض الاهرام","بولي + صرف","قطع ٤بوصه الاهرام أبيض",190,0,100,"2026-08-13T16:42:48.756766+00:00"
275,"poly_sarf_قطع ٤بوصه الاهرام أبيض_3_تي_٤_بوصه_ابيض_الاهرام","","تي ٤ بوصه ابيض الاهرام","بولي + صرف","قطع ٤بوصه الاهرام أبيض",140,0,100,"2026-08-13T16:42:48.756766+00:00"
276,"poly_sarf_قطع ٤بوصه الاهرام أبيض_5_واي_٤بوصه_ابيض_الاهرام","","واي ٤بوصه ابيض الاهرام","بولي + صرف","قطع ٤بوصه الاهرام أبيض",181,0,100,"2026-08-13T16:42:48.756766+00:00"
